virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAIU|Virus	39	98.6194049964961	S	HNH endonuclease	MHS410	virus_OG
4QAK6|Virus	3	7.194244604316547	S	N-acetylmuramoyl-L-alanine amidase activity	MHS410	virus_OG
4QAKM|Virus	44	58.90391277823853	S	DNA polymerase family A	MHS410	virus_OG
4QAPQ|Virus	14	14.675052410901468	S	NA	MHS410	virus_OG
4QAPR|Virus	2	7.751937984496124	S	NA	MHS410	virus_OG
4QAPV|Virus	4	7.017543859649123	S	DNA binding	MHS410	virus_OG
4QAQ9|Virus	6	8.810572687224669	S	NA	MHS410	virus_OG
4QAQE|Virus	39	34.48275862068966	S	Phage integrase family	MHS410	virus_OG
4QAQV|Virus	3	12.0475372279496	S	protein disulfide oxidoreductase activity	MHS410	virus_OG
4QARF|Virus	6	4.640371229698376	S	Pfam:Terminase_3C	MHS410	virus_OG
4QAU9|Virus	2	4.7281323877068555	S	Single-strand binding protein family	MHS410	virus_OG
4QAWG|Virus	33	42.54885993485342	S	DnaB-like helicase C terminal domain	MHS410	virus_OG
4QAX8|Virus	7	9.07911802853437	S	calcium ion binding	MHS410	virus_OG
4QB47|Virus	1	3.4013605442176873	A	mRNA methyltransferase activity	MHS410	virus_OG
4QB5I|Virus	6	30.769230769230766	S	N-methyltransferase activity	MHS410	virus_OG
4QBCW|Virus	2	8.333333333333334	S	Phage gp6-like head-tail connector protein	MHS410	virus_OG
4QBFR|Virus	17	16.865079365079364	S	ERF superfamily	MHS410	virus_OG
4QBG0|Virus	8	8.438818565400844	S	NA	MHS410	virus_OG
4QBHW|Virus	8	13.745704467353953	S	NA	MHS410	virus_OG
4QBNJ|Virus	8	14.414414414414413	S	NA	MHS410	virus_OG
4QBSG|Virus	3	5.1020408163265305	L	Viral movement protein (MP)	MHS410	virus_OG
4QBSI|Virus	31	7.9304169864415455	S	NA	MHS410	virus_OG
4QC5D|Virus	11	13.431013431013431	S	Protein of unknown function (DUF2800)	MHS410	virus_OG
4QCCS|Virus	4	10.840108401084011	S	Bacteriophage holin	MHS410	virus_OG
4QCHF|Virus	13	23.67941712204007	S	PhoH-like protein	MHS410	virus_OG
4QCM7|Virus	30	55.55555555555556	S	RNA ligase	MHS410	virus_OG
4QCQ6|Virus	47	64.69289164941338	S	NA	MHS410	virus_OG
4QCWF|Virus	2	5.698005698005699	S	NA	MHS410	virus_OG
4QD62|Virus	2	8.771929824561402	S	NA	MHS410	virus_OG
4QDCQ|Virus	8	16.46090534979424	S	Domain of unknown function (DUF1768)	MHS410	virus_OG
4QDQX|Virus	6	10.734304932735427	S	NA	MHS410	virus_OG
4QE5Y|Virus	38	8.628519527702089	K	Viral RNA-directed RNA-polymerase	MHS410	virus_OG
4QE6Q|Virus	16	28.397238972958625	S	NA	MHS410	virus_OG
4QE7B|Virus	23	12.188659247482777	S	metallocarboxypeptidase activity	MHS410	virus_OG
4QECS|Virus	6	9.66183574879227	S	NA	MHS410	virus_OG
4QF51|Virus	5	7.610350076103501	S	NA	MHS410	virus_OG
4QFB2|Virus	3	15.229215229215228	S	NA	MHS410	virus_OG
4QFGJ|Virus	5	12.626262626262626	S	tRNA guanylyltransferase activity	MHS410	virus_OG
4QFWR|Virus	1	3.367003367003367	S	NA	MHS410	virus_OG
4QG21|Virus	15	19.157088122605362	S	Phage terminase large subunit	MHS410	virus_OG
4QG4Z|Virus	7	14.767932489451477	S	nucleotidyltransferase activity	MHS410	virus_OG
4QGY8|Virus	9	20.54794520547945	S	NA	MHS410	virus_OG
4QGYH|Virus	19	74.2515516611902	S	NA	MHS410	virus_OG
4QHNZ|Virus	1	4.11522633744856	S	NA	MHS410	virus_OG
