virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	8917	6655.610165476371	S	N-acetylmuramoyl-L-alanine amidase activity	MHS585	virus_OG
4QAKE|Virus	2	6.600660066006601	S	endonuclease activity	MHS585	virus_OG
4QAR7|Virus	68	51.28205128205128	S	Phage portal protein, SPP1 Gp6-like	MHS585	virus_OG
4QBV3|Virus	26	17.195767195767196	S	Phage Terminase	MHS585	virus_OG
4QCCB|Virus	13	47.10144927536231	S	Pfam:Peptidase_M78	MHS585	virus_OG
4QD62|Virus	2	8.771929824561402	S	NA	MHS585	virus_OG
4QDBK|Virus	11	32.532329448539635	S	NA	MHS585	virus_OG
4QDKP|Virus	3	5.649717514124293	S	transaminase activity	MHS585	virus_OG
4QDV8|Virus	94	197.303106213281	S	NA	MHS585	virus_OG
4QE1H|Virus	3	8.333333333333334	S	NA	MHS585	virus_OG
4QE5Y|Virus	1030	233.87829246139873	K	Viral RNA-directed RNA-polymerase	MHS585	virus_OG
