virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAIK|Virus	2	6.5359477124183005	S	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	MHS383	virus_OG
4QAK6|Virus	912	904.7413780632598	S	N-acetylmuramoyl-L-alanine amidase activity	MHS383	virus_OG
4QAKA|Virus	139	340.6862745098039	S	sigma factor activity	MHS383	virus_OG
4QAPV|Virus	95	275.36231884057975	S	DNA binding	MHS383	virus_OG
4QAQE|Virus	372	328.9124668435013	S	Phage integrase family	MHS383	virus_OG
4QAQV|Virus	5	15.873015873015873	S	protein disulfide oxidoreductase activity	MHS383	virus_OG
4QAR7|Virus	349	259.1963785519729	S	Phage portal protein, SPP1 Gp6-like	MHS383	virus_OG
4QARF|Virus	187	144.87670641558302	S	Pfam:Terminase_3C	MHS383	virus_OG
4QATP|Virus	142	237.85594639865997	S	NA	MHS383	virus_OG
4QAU9|Virus	426	919.8990661823761	S	Single-strand binding protein family	MHS383	virus_OG
4QAVQ|Virus	536	1198.2170542635658	S	Phage major tail protein 2	MHS383	virus_OG
4QAX8|Virus	678	843.8976989555389	S	calcium ion binding	MHS383	virus_OG
4QB47|Virus	28	54.580896686159846	A	mRNA methyltransferase activity	MHS383	virus_OG
4QB6U|Virus	85	190.579841586553	S	Terminase small subunit	MHS383	virus_OG
4QBCW|Virus	143	419.96496074667164	S	Phage gp6-like head-tail connector protein	MHS383	virus_OG
4QBDC|Virus	164	333.33333333333337	S	Pfam:Phage_holin_4_1	MHS383	virus_OG
4QBFR|Virus	14	21.406727828746178	S	ERF superfamily	MHS383	virus_OG
4QBGM|Virus	171	355.10368859425466	S	deoxyribonucleoside 5'-monophosphate N-glycosidase activity	MHS383	virus_OG
4QBHS|Virus	544	597.952102902598	S	DNA metabolic process	MHS383	virus_OG
4QBHW|Virus	151	244.33656957928804	S	NA	MHS383	virus_OG
4QBNM|Virus	40	51.880674448767834	S	serine-type endopeptidase activity	MHS383	virus_OG
4QBSI|Virus	2069	698.8737568440233	S	NA	MHS383	virus_OG
4QC5Z|Virus	299	283.7218893809152	S	Phage Mu protein F like protein	MHS383	virus_OG
4QCCB|Virus	88	189.83765549230444	S	Pfam:Peptidase_M78	MHS383	virus_OG
4QE0Y|Virus	83	133.65539452495975	S	Pfam:Gamma_PGA_hydro	MHS383	virus_OG
4QE7B|Virus	444	353.3474246894626	S	metallocarboxypeptidase activity	MHS383	virus_OG
4QF51|Virus	456	786.107711138311	S	NA	MHS383	virus_OG
4QF7U|Virus	12	54.054054054054056	L	mRNA capping enzyme N-terminal, ATPase and guanylyltransferase	MHS383	virus_OG
4QFB2|Virus	73	338.13747228381374	S	NA	MHS383	virus_OG
4QG2D|Virus	665	365.343258891646	S	NA	MHS383	virus_OG
4QGWR|Virus	12	22.598870056497173	S	Phage terminase large subunit	MHS383	virus_OG
4QGYH|Virus	360	1445.7831325301204	S	NA	MHS383	virus_OG
