virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	786	620.4809485542581	S	N-acetylmuramoyl-L-alanine amidase activity	MHS333	virus_OG
4QB47|Virus	531	447.8660368447778	A	mRNA methyltransferase activity	MHS333	virus_OG
4QBDC|Virus	3	7.042253521126761	S	Pfam:Phage_holin_4_1	MHS333	virus_OG
4QBPB|Virus	47	32.320945733509404	S	NA	MHS333	virus_OG
4QBSG|Virus	347	537.5031192700366	L	Viral movement protein (MP)	MHS333	virus_OG
4QCSR|Virus	26	30.732860520094565	S	NA	MHS333	virus_OG
4QDW3|Virus	39	38.575667655786354	S	Phage Connector (GP10)	MHS333	virus_OG
4QE5Y|Virus	1838	417.3478655767484	K	Viral RNA-directed RNA-polymerase	MHS333	virus_OG
4QG55|Virus	1	4.444444444444445	S	Cucumovirus coat protein	MHS333	virus_OG
4QGJD|Virus	1	3.8314176245210727	S	NA	MHS333	virus_OG
4QGQS|Virus	177	162.42536134258103	S	NA	MHS333	virus_OG
4QH00|Virus	35	27.77777777777778	S	NA	MHS333	virus_OG
