virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	1193	899.3036967127707	S	N-acetylmuramoyl-L-alanine amidase activity	MHS349	virus_OG
4QAQV|Virus	16	23.703703703703702	S	protein disulfide oxidoreductase activity	MHS349	virus_OG
4QB6U|Virus	37	86.85446009389672	S	Terminase small subunit	MHS349	virus_OG
4QBHS|Virus	18	19.48051948051948	S	DNA metabolic process	MHS349	virus_OG
4QBHW|Virus	8	12.944983818770227	S	NA	MHS349	virus_OG
4QBPB|Virus	24	17.669622083883546	S	NA	MHS349	virus_OG
4QC2G|Virus	5	8.635578583765113	S	Ribonucleotide reductase, small chain	MHS349	virus_OG
4QCSR|Virus	15	17.73049645390071	S	NA	MHS349	virus_OG
4QE5Y|Virus	3350	760.6721162579473	K	Viral RNA-directed RNA-polymerase	MHS349	virus_OG
4QE7B|Virus	18	16.708302640405936	S	metallocarboxypeptidase activity	MHS349	virus_OG
4QE9D|Virus	6	21.52777777777778	S	NA	MHS349	virus_OG
4QEQ6|Virus	3	10.638297872340427	S	NA	MHS349	virus_OG
4QFEN|Virus	7	13.035381750465548	S	NA	MHS349	virus_OG
4QFIF|Virus	7	24.533217542336082	S	NA	MHS349	virus_OG
4QFWR|Virus	2	6.802721088435375	S	NA	MHS349	virus_OG
4QG2D|Virus	34	17.409114183307732	S	NA	MHS349	virus_OG
4QGQS|Virus	79	69.16654192239243	S	NA	MHS349	virus_OG
4QGYH|Virus	8	32.1285140562249	S	NA	MHS349	virus_OG
