virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	263	421.2063512506735	S	N-acetylmuramoyl-L-alanine amidase activity	MHS347	virus_OG
4QAPV|Virus	29	68.5579196217494	S	DNA binding	MHS347	virus_OG
4QAVQ|Virus	105	229.92177314211213	S	Phage major tail protein 2	MHS347	virus_OG
4QAX8|Virus	43	58.265582655826556	S	calcium ion binding	MHS347	virus_OG
4QAYN|Virus	38	64.62585034013605	S	Pfam:Phage_TTP_1	MHS347	virus_OG
4QBCW|Virus	11	33.33333333333333	S	Phage gp6-like head-tail connector protein	MHS347	virus_OG
4QBDC|Virus	26	52.84552845528455	S	Pfam:Phage_holin_4_1	MHS347	virus_OG
4QCCB|Virus	12	25.974025974025974	S	Pfam:Peptidase_M78	MHS347	virus_OG
4QF7U|Virus	40	180.18018018018017	L	mRNA capping enzyme N-terminal, ATPase and guanylyltransferase	MHS347	virus_OG
4QFIF|Virus	5	24.154589371980677	S	NA	MHS347	virus_OG
4QGYH|Virus	42	168.67469879518072	S	NA	MHS347	virus_OG
