quorum_AgrD	TIGR04223.1	MET_00519900	-	1	-5.5	21.0	0.0044	3.5	2.6	3.9	3	2	1	4	4	4	0	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	MET_00542318	-	1	-5.5	18.1	0.15	-1.4	8.5	3.6	3	2	0	3	3	3	0	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	DP_01362723	-	0.025	1.1	17.6	0.002	4.7	2.7	4.2	3	2	1	4	4	4	0	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	MET_03027534	-	5.9e-16	44.5	0.0	7.3e-16	44.3	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_O86860	-	8e-16	44.1	0.0	9.1e-16	44.0	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_A0A7X9ZJ38	-	3.9e-14	38.7	0.1	4.5e-14	38.6	0.1	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_A0A4S1FRQ7	-	1.2e-05	11.7	1.2	2.3e-05	10.8	1.2	1.4	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_Q8VSX3	-	6.9e-14	38.0	0.1	7.8e-14	37.8	0.1	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_A0A4Q9WQR6	-	2.7e-15	42.4	0.0	3e-15	42.3	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	MET_00128628	-	8.9e-05	8.9	6.6	0.00014	8.3	1.9	2.9	2	0	0	2	2	2	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	MET_01204807	-	0.00031	7.2	7.2	0.00029	7.3	1.5	2.8	2	0	0	2	2	2	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	MET_02379565	-	0.1	-0.8	14.3	0.0064	3.0	0.4	3.1	2	1	0	2	2	2	0	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_Q8VT00	-	3.5e-14	38.9	0.0	4e-14	38.7	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_Q8VT03	-	1.9e-14	39.8	0.0	2.3e-14	39.5	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_A0A3S0TL63	-	3.1e-16	45.5	0.0	3.5e-16	45.3	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	DP_06139093	-	1.6e-06	14.5	0.0	2.9e-06	13.7	0.0	1.5	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	MET_03142466	-	4.3e-15	41.8	0.0	5e-15	41.6	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	MET_02695959	-	1	-5.8	26.0	0.0033	3.9	5.4	3.1	1	1	2	3	3	3	0	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_A0A0Q4DEH1	-	0.0033	3.9	9.8	0.00021	7.7	3.2	2.1	2	0	0	2	2	2	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	MET_02504452	-	6.6e-06	12.5	0.0	1e-05	11.9	0.0	1.3	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	MET_02611102	-	0.012	2.1	10.9	0.0057	3.2	0.6	2.9	1	1	1	2	2	2	0	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	genome_07446594	-	9.3e-14	37.5	0.0	1.2e-13	37.2	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_A0A364UNY4	-	6.8e-14	38.0	0.0	7.7e-14	37.8	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_A0A0M2NQN3	-	5.9e-14	38.2	0.0	6.5e-14	38.1	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_A0A2T4PXD3	-	1.1e-13	37.3	0.1	1.2e-13	37.2	0.1	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_A0A1F1BU57	-	3.5e-14	38.9	0.0	3.9e-14	38.7	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_O33589	-	3.2e-11	29.5	0.0	4.1e-11	29.1	0.0	1.2	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	MET_03146608	-	7.5e-14	37.8	0.0	8.5e-14	37.7	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	MET_02459934	-	5e-05	9.7	2.8	0.00012	8.5	0.0	2.6	2	1	1	3	3	3	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_A0A033UPE4	-	1.2e-10	27.6	0.0	1.5e-10	27.3	0.0	1.2	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_A0A2K4C894	-	1.4e-13	36.9	0.0	1.7e-13	36.7	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_A0A657M3E8	-	3.5e-15	42.1	0.0	3.8e-15	42.0	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_A0A2T4SN36	-	4.9e-15	41.6	0.0	5.5e-15	41.5	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_A0A2A1KAK5	-	1.7e-14	39.9	0.0	1.9e-14	39.8	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	MET_02455763	-	1	-7.5	23.0	1	-15.6	23.0	3.4	1	1	0	1	1	1	0	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	MET_02766665	-	0.00083	5.8	14.1	0.67	-3.4	14.1	3.2	1	1	0	1	1	1	0	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	DP_00124746	-	0.0001	8.7	6.8	0.0002	7.8	2.0	3.0	2	0	0	2	2	2	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_Q9L561	-	4e-12	32.3	0.0	4.7e-12	32.1	0.0	1.2	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	UniRef90_O33586	-	5.1e-13	35.2	0.0	5.7e-13	35.0	0.0	1.1	1	0	0	1	1	1	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	DP_00365274	-	0.0046	3.5	9.3	0.00058	6.3	1.5	2.9	2	0	0	2	2	2	1	JCVI: cyclic lactone autoinducer peptide
quorum_AgrD	TIGR04223.1	genome_07376991	-	3e-12	32.7	0.1	9.4e-12	31.2	0.0	1.7	1	1	1	2	2	2	1	JCVI: cyclic lactone autoinducer peptide
