pangene	length	percent_cov	unpaired_read_count
Achromobacter_xylosoxidans_cluster_10529_QKI76766.1	579	70.6390	120
Achromobacter_xylosoxidans_cluster_10731_CUR79325.1	2916	72.7709	1323
Achromobacter_xylosoxidans_cluster_10744_CUI64756.1	273	54.9451	1
Achromobacter_xylosoxidans_cluster_11121_CUI36772.1	510	51.1765	90
Achromobacter_xylosoxidans_cluster_12523_CUJ58608.1	264	56.8182	44
Achromobacter_xylosoxidans_cluster_12654_CUJ73635.1	276	54.3478	1
Achromobacter_xylosoxidans_cluster_14122_OFU71743.1	486	54.3210	104
Achromobacter_xylosoxidans_cluster_16338_QKI76804.1	435	87.8161	118
Achromobacter_xylosoxidans_cluster_17638_CUK23679.1	927	59.0076	164
Achromobacter_xylosoxidans_cluster_17670_CUJ54022.1	273	54.9451	41
Achromobacter_xylosoxidans_cluster_5610_CCH04933.1	234	69.6581	56
Achromobacter_xylosoxidans_cluster_5617_CUJ82682.1	321	55.7632	34
Achromobacter_xylosoxidans_cluster_5625_CCH04980.1	441	63.0385	110
Achromobacter_xylosoxidans_cluster_5640_CCH04987.1	876	82.9909	370
Achromobacter_xylosoxidans_cluster_5640_CUJ50168.1	627	75.1196	89
Achromobacter_xylosoxidans_cluster_5668_CUJ50076.1	324	63.5802	26
Achromobacter_xylosoxidans_cluster_6175_KOQ31203.1	219	68.4932	63
Achromobacter_xylosoxidans_cluster_6246_KOQ31212.1	252	53.1746	53
Achromobacter_xylosoxidans_cluster_6269_KOQ29169.1	240	84.1667	68
Achromobacter_xylosoxidans_cluster_6348_KOQ29180.1	585	51.2821	114
Achromobacter_xylosoxidans_cluster_6412_CUI35060.1	279	53.7634	14
Achromobacter_xylosoxidans_cluster_8156_CUJ14038.1	732	62.2951	208
Achromobacter_xylosoxidans_cluster_8157_CUJ14054.1	783	56.4496	253
Achromobacter_xylosoxidans_cluster_8363_CUJ38560.1	285	61.4035	60
Achromobacter_xylosoxidans_cluster_8519_CCH04860.1	279	53.7634	39
Achromobacter_xylosoxidans_cluster_9621_KOQ42312.1	411	55.7178	16
C_tuberculostearicum|CP065972.1_cds_QQA98872.1_1892	537	69.2737	70
C_tuberculostearicum|CP065972.1_cds_QQA99934.1_833	264	56.0606	1
