pangene	length	percent_cov	unpaired_read_count
Achromobacter_xylosoxidans_cluster_10553_QKI76824.1	831	50.6619	10
Achromobacter_xylosoxidans_cluster_10557_QKI76828.1	453	66.2252	4
Achromobacter_xylosoxidans_cluster_12682_CUJ75273.1	210	74.7619	2
Achromobacter_xylosoxidans_cluster_14642_OMG88232.1	390	67.6923	2
Achromobacter_xylosoxidans_cluster_16336_QKI79606.1	222	67.5676	3
Achromobacter_xylosoxidans_cluster_18653_AGLLMHHF_02689	234	64.1026	3
Achromobacter_xylosoxidans_cluster_5614_CCH04972.1	213	70.4225	1
Achromobacter_xylosoxidans_cluster_6173_KOQ31198.1	570	52.6316	4
Achromobacter_xylosoxidans_cluster_7458_CUJ13758.1	294	60.8844	5
Achromobacter_xylosoxidans_cluster_7458_OFS36314.1	237	63.2911	1
Achromobacter_xylosoxidans_cluster_9059_OFL37599.1	231	64.9351	1
C_tuberculostearicum|CP065972.1_cds_QQA98478.1_1473	381	54.0682	2
C_tuberculostearicum|CP065972.1_cds_QQA98527.1_1524	255	58.8235	1
C_tuberculostearicum|CP065972.1_cds_QQA98725.1_1730	174	87.9310	6
C_tuberculostearicum|CP065972.1_cds_QQA99086.1_2130	261	57.4713	1
C_tuberculostearicum|CP065972.1_cds_QQA99279.1_119	306	81.6993	6
C_tuberculostearicum|CP065972.1_cds_QQA99288.1_128	231	70.5628	4
C_tuberculostearicum|CP065972.1_cds_QQA99318.1_160	264	51.8939	1
C_tuberculostearicum|CP065972.1_cds_QQA99391.1_241	192	78.1250	2
C_tuberculostearicum|CP065972.1_cds_QQA99604.1_476	165	86.0606	2
C_tuberculostearicum|CP065972.1_cds_QQA99699.1_576	570	52.6316	6
C_tuberculostearicum|CP065972.1_cds_QQA99934.1_833	264	99.2424	28
C_tuberculostearicum|CP065972.1_cds_QQB00010.1_920	384	78.1250	6
C_ureicelerivorans|CP009215.1_cds_AIL96631.1_708	390	51.7949	4
Cutibacterium_acnes_cluster_1000_AAT82526.1	432	73.8426	16
Cutibacterium_acnes_cluster_1000_ADD99726.1	507	95.2663	51
Cutibacterium_acnes_cluster_1000_EGF72798.1	306	93.1373	15
Cutibacterium_acnes_cluster_1001_AAT83293.1	1275	100.0000	2378
Cutibacterium_acnes_cluster_1001_EFS41951.1	408	68.3824	22
Cutibacterium_acnes_cluster_1002_EFT11335.1	588	99.6599	218
Cutibacterium_acnes_cluster_1003_ALD70543.1	594	98.9899	121
Cutibacterium_acnes_cluster_1003_EFS85870.1	222	93.6937	14
Cutibacterium_acnes_cluster_1004_EFB87949.1	1071	83.1933	32
Cutibacterium_acnes_cluster_1004_EFS86402.1	1455	89.2784	64
Cutibacterium_acnes_cluster_1005_EGE70743.1	354	98.8701	37
Cutibacterium_acnes_cluster_1005_PGF30783.1	573	93.3682	85
Cutibacterium_acnes_cluster_1005_TLG01469.1	483	99.3789	73
Cutibacterium_acnes_cluster_1006_EFS86180.1	1101	75.9310	70
Cutibacterium_acnes_cluster_1006_ESK59001.1	918	92.7015	86
Cutibacterium_acnes_cluster_1007_EFS86046.1	855	100.0000	1929
Cutibacterium_acnes_cluster_1007_TMT63717.1	520	74.4231	8
Cutibacterium_acnes_cluster_1008_ESK58006.1	618	89.8058	52
Cutibacterium_acnes_cluster_1009_AAT82385.1	939	74.1214	19
Cutibacterium_acnes_cluster_1009_EFS86643.1	843	100.0000	550
Cutibacterium_acnes_cluster_100_EFS85983.1	1605	93.3333	308
Cutibacterium_acnes_cluster_100_EFT76550.1	1371	92.3414	172
Cutibacterium_acnes_cluster_1010_EFT65024.1	729	99.7257	399
Cutibacterium_acnes_cluster_1010_SDL20812.1	852	83.9202	176
Cutibacterium_acnes_cluster_1011_AAT82536.1	1320	94.9242	78
Cutibacterium_acnes_cluster_1011_AEE72011.1	1122	99.8217	72
Cutibacterium_acnes_cluster_1011_BBK84154.1	936	99.6795	43
Cutibacterium_acnes_cluster_1012_EFT64146.1	390	64.1026	240
Cutibacterium_acnes_cluster_1013_EFS87685.1	582	100.0000	2715
Cutibacterium_acnes_cluster_1013_EFT55489.1	384	67.9688	9
Cutibacterium_acnes_cluster_1013_EFT62762.1	489	99.1820	581
Cutibacterium_acnes_cluster_1014_AER05079.1	432	92.8241	33
Cutibacterium_acnes_cluster_1014_EFB87312.1	726	91.7355	91
Cutibacterium_acnes_cluster_1014_EFS88294.1	354	94.0678	12
Cutibacterium_acnes_cluster_1015_EFT74857.1	1155	99.5671	1118
Cutibacterium_acnes_cluster_1016_ADD98924.1	909	100.0000	817
Cutibacterium_acnes_cluster_1016_EFT55721.1	681	100.0000	423
Cutibacterium_acnes_cluster_1017_EFS88261.1	939	99.8935	242
Cutibacterium_acnes_cluster_1018_ADE00813.1	2301	84.7023	84
Cutibacterium_acnes_cluster_1018_CCALPCNH_00605	2043	83.1620	54
Cutibacterium_acnes_cluster_1018_EFT05445.1	1611	81.9367	55
Cutibacterium_acnes_cluster_1019_EFS87572.1	540	97.2222	284
Cutibacterium_acnes_cluster_101_AAT82303.1	696	100.0000	707
Cutibacterium_acnes_cluster_101_EFS94936.1	282	99.6454	87
Cutibacterium_acnes_cluster_1020_EFB88659.1	1083	80.2401	86
Cutibacterium_acnes_cluster_1020_EFT17651.1	1263	80.5226	125
Cutibacterium_acnes_cluster_1020_ESS80657.1	449	95.5457	55
Cutibacterium_acnes_cluster_1021_EFT08334.1	591	88.4941	50
Cutibacterium_acnes_cluster_1021_EGR94556.1	942	65.4989	28
Cutibacterium_acnes_cluster_1022_AAT81805.1	510	72.9412	13
Cutibacterium_acnes_cluster_1022_EFT03309.1	372	90.8602	19
Cutibacterium_acnes_cluster_1023_AAT81825.1	1296	92.8241	178
Cutibacterium_acnes_cluster_1023_EFT31134.1	1062	99.8117	106
Cutibacterium_acnes_cluster_1024_AAT81844.1	1212	97.7723	252
Cutibacterium_acnes_cluster_1024_EFT08289.1	1035	96.2319	226
Cutibacterium_acnes_cluster_1025_AAT81853.1	1134	99.8236	304
Cutibacterium_acnes_cluster_1026_AAT81916.1	420	83.5714	129
Cutibacterium_acnes_cluster_1026_EFD03901.1	504	81.7460	251
Cutibacterium_acnes_cluster_1026_EGF71419.1	393	86.2595	248
Cutibacterium_acnes_cluster_1027_AAT81923.1	1689	89.1060	163
Cutibacterium_acnes_cluster_1027_EFT54936.1	1361	84.2763	66
Cutibacterium_acnes_cluster_1028_AAT82226.1	2130	97.0892	473
Cutibacterium_acnes_cluster_1029_ESK57937.1	696	100.0000	202
Cutibacterium_acnes_cluster_102_ADE00838.1	1557	85.9345	182
Cutibacterium_acnes_cluster_102_RKI32370.1	868	86.7512	53
Cutibacterium_acnes_cluster_1030_BCB12747.1	618	92.5566	33
Cutibacterium_acnes_cluster_1030_EGE72916.1	1236	65.2104	65
Cutibacterium_acnes_cluster_1031_AAT82641.1	1029	86.2974	87
Cutibacterium_acnes_cluster_1031_EFS86983.1	834	99.0408	150
Cutibacterium_acnes_cluster_1032_AAT82717.1	1413	54.3524	60
Cutibacterium_acnes_cluster_1032_EFS86894.1	936	99.6795	180
Cutibacterium_acnes_cluster_1033_AAT82943.1	2019	96.8796	1309
Cutibacterium_acnes_cluster_1033_BBK84539.1	360	96.3889	112
Cutibacterium_acnes_cluster_1034_EFB88459.1	630	99.6825	424
Cutibacterium_acnes_cluster_1035_AAT83368.1	846	97.2813	51
Cutibacterium_acnes_cluster_1035_BGJBCOMC_00089	810	70.1235	35
Cutibacterium_acnes_cluster_1035_EGR94859.1	627	83.0941	41
Cutibacterium_acnes_cluster_1036_AAT83376.1	1866	69.3462	727
Cutibacterium_acnes_cluster_1036_PGF42129.1	1019	69.4799	112
Cutibacterium_acnes_cluster_1037_AAT83441.1	420	63.5714	6
Cutibacterium_acnes_cluster_1037_EFT74582.1	357	78.9916	10
Cutibacterium_acnes_cluster_1038_EFS88056.1	1428	97.9692	312
Cutibacterium_acnes_cluster_1039_ADD99053.1	912	82.0175	43
Cutibacterium_acnes_cluster_1039_EFB87125.1	1014	84.6154	45
Cutibacterium_acnes_cluster_1039_EFS87959.1	672	77.8274	46
Cutibacterium_acnes_cluster_103_AEE71863.1	339	100.0000	309
Cutibacterium_acnes_cluster_103_EGR96039.1	120	90.8333	4
Cutibacterium_acnes_cluster_1040_ADE01212.1	1743	88.8698	179
Cutibacterium_acnes_cluster_1040_EFT49647.1	1546	68.8875	36
Cutibacterium_acnes_cluster_1040_EGF68542.1	1178	64.6010	38
Cutibacterium_acnes_cluster_1040_ESS78295.1	415	99.7590	461
Cutibacterium_acnes_cluster_1041_EFS86337.1	807	96.9021	232
Cutibacterium_acnes_cluster_1042_AAT81777.1	1008	85.4167	77
Cutibacterium_acnes_cluster_1042_ADD99349.1	1152	90.0174	76
