pangene	length	percent_cov	unpaired_read_count
Achromobacter_xylosoxidans_cluster_6412_CUI35060.1	279	51.9713	1
C_tuberculostearicum|CP065972.1_cds_QQA98163.1_1133	963	60.7477	90
C_tuberculostearicum|CP065972.1_cds_QQA98167.1_1137	2835	55.2381	138
C_tuberculostearicum|CP065972.1_cds_QQA98168.1_1138	348	50.8621	22
C_tuberculostearicum|CP065972.1_cds_QQA98183.1_1153	1497	58.2498	174
C_tuberculostearicum|CP065972.1_cds_QQA98186.1_1156	393	97.4555	43
C_tuberculostearicum|CP065972.1_cds_QQA98190.1_1160	1164	54.9828	107
C_tuberculostearicum|CP065972.1_cds_QQA98199.1_1169	558	53.7634	57
C_tuberculostearicum|CP065972.1_cds_QQA98200.1_1171	813	97.6630	161
C_tuberculostearicum|CP065972.1_cds_QQA98225.1_1202	516	70.3488	77
C_tuberculostearicum|CP065972.1_cds_QQA98267.1_1247	780	79.2308	149
C_tuberculostearicum|CP065972.1_cds_QQA98294.1_1277	1176	63.8605	137
C_tuberculostearicum|CP065972.1_cds_QQA98296.1_1279	453	72.6269	67
C_tuberculostearicum|CP065972.1_cds_QQA98302.1_1285	1101	50.6812	36
C_tuberculostearicum|CP065972.1_cds_QQA98325.1_1311	1623	56.5619	136
C_tuberculostearicum|CP065972.1_cds_QQA98326.1_1312	1221	61.5070	129
C_tuberculostearicum|CP065972.1_cds_QQA98327.1_1313	888	85.1351	114
C_tuberculostearicum|CP065972.1_cds_QQA98328.1_1314	585	96.7521	101
C_tuberculostearicum|CP065972.1_cds_QQA98329.1_1315	432	70.1389	99
C_tuberculostearicum|CP065972.1_cds_QQA98330.1_1316	1074	74.3948	198
C_tuberculostearicum|CP065972.1_cds_QQA98332.1_1318	345	67.2464	45
C_tuberculostearicum|CP065972.1_cds_QQA98463.1_1458	537	56.0521	37
C_tuberculostearicum|CP065972.1_cds_QQA98491.1_1486	264	56.8182	36
C_tuberculostearicum|CP065972.1_cds_QQA98513.1_1509	279	55.5556	63
C_tuberculostearicum|CP065972.1_cds_QQA98514.1_1510	306	100.0000	111
C_tuberculostearicum|CP065972.1_cds_QQA98518.1_1515	411	55.9611	16
C_tuberculostearicum|CP065972.1_cds_QQA98527.1_1524	255	58.4314	8
C_tuberculostearicum|CP065972.1_cds_QQA98531.1_1529	600	54.1667	67
C_tuberculostearicum|CP065972.1_cds_QQA98537.1_1536	1359	57.3216	187
C_tuberculostearicum|CP065972.1_cds_QQA98541.1_1540	834	70.3837	60
C_tuberculostearicum|CP065972.1_cds_QQA98559.1_1558	417	60.4317	21
C_tuberculostearicum|CP065972.1_cds_QQA98571.1_1570	1164	63.1443	221
C_tuberculostearicum|CP065972.1_cds_QQA98582.1_1581	870	89.4253	251
C_tuberculostearicum|CP065972.1_cds_QQA98583.1_1582	252	59.5238	17
C_tuberculostearicum|CP065972.1_cds_QQA98584.1_1583	2088	78.7356	522
C_tuberculostearicum|CP065972.1_cds_QQA98602.1_1603	2163	56.4031	171
C_tuberculostearicum|CP065972.1_cds_QQA98603.1_1604	432	75.4630	111
C_tuberculostearicum|CP065972.1_cds_QQA98623.1_1624	936	63.7821	161
C_tuberculostearicum|CP065972.1_cds_QQA98625.1_1626	291	51.5464	17
C_tuberculostearicum|CP065972.1_cds_QQA98631.1_1633	915	63.7158	82
C_tuberculostearicum|CP065972.1_cds_QQA98633.1_1635	1104	63.6775	314
C_tuberculostearicum|CP065972.1_cds_QQA98653.1_1658	243	61.7284	1
C_tuberculostearicum|CP065972.1_cds_QQA98663.1_1668	705	90.3546	110
C_tuberculostearicum|CP065972.1_cds_QQA98690.1_1695	171	92.9825	6
C_tuberculostearicum|CP065972.1_cds_QQA98717.1_1722	474	63.2911	42
C_tuberculostearicum|CP065972.1_cds_QQA98726.1_1731	1647	62.4165	254
C_tuberculostearicum|CP065972.1_cds_QQA98766.1_1774	2556	59.2332	368
C_tuberculostearicum|CP065972.1_cds_QQA98775.1_1783	708	51.6949	30
C_tuberculostearicum|CP065972.1_cds_QQA98776.1_1784	1851	76.5532	431
C_tuberculostearicum|CP065972.1_cds_QQA98777.1_1785	177	99.4350	65
C_tuberculostearicum|CP065972.1_cds_QQA98810.1_1824	198	75.7576	22
C_tuberculostearicum|CP065972.1_cds_QQA98827.1_1843	1947	53.1073	112
C_tuberculostearicum|CP065972.1_cds_QQA98864.1_1883	603	65.5058	44
C_tuberculostearicum|CP065972.1_cds_QQA98878.1_1898	900	52.8889	132
C_tuberculostearicum|CP065972.1_cds_QQA98891.1_1912	453	65.5629	28
C_tuberculostearicum|CP065972.1_cds_QQA98892.1_1913	549	94.5355	208
C_tuberculostearicum|CP065972.1_cds_QQA98893.1_1914	291	51.5464	7
C_tuberculostearicum|CP065972.1_cds_QQA98927.1_1952	471	52.8662	50
C_tuberculostearicum|CP065972.1_cds_QQA98931.1_1956	309	69.5793	38
C_tuberculostearicum|CP065972.1_cds_QQA98982.1_2014	741	63.4278	73
C_tuberculostearicum|CP065972.1_cds_QQA98987.1_2019	531	84.9341	69
C_tuberculostearicum|CP065972.1_cds_QQA99022.1_2060	570	53.3333	22
C_tuberculostearicum|CP065972.1_cds_QQA99030.1_2068	513	73.0994	38
C_tuberculostearicum|CP065972.1_cds_QQA99046.1_2085	1776	58.0518	265
C_tuberculostearicum|CP065972.1_cds_QQA99069.1_2109	465	63.6559	14
C_tuberculostearicum|CP065972.1_cds_QQA99101.1_2145	1029	64.8202	54
C_tuberculostearicum|CP065972.1_cds_QQA99103.1_2148	201	98.0100	80
C_tuberculostearicum|CP065972.1_cds_QQA99132.1_2182	465	87.3118	70
C_tuberculostearicum|CP065972.1_cds_QQA99163.1_2216	615	54.7967	64
C_tuberculostearicum|CP065972.1_cds_QQA99176.1_11	375	72.8000	21
C_tuberculostearicum|CP065972.1_cds_QQA99224.1_61	828	54.8309	97
C_tuberculostearicum|CP065972.1_cds_QQA99250.1_89	333	68.7688	41
C_tuberculostearicum|CP065972.1_cds_QQA99252.1_91	444	98.1982	207
C_tuberculostearicum|CP065972.1_cds_QQA99253.1_92	705	67.3759	129
C_tuberculostearicum|CP065972.1_cds_QQA99258.1_97	522	78.3525	130
C_tuberculostearicum|CP065972.1_cds_QQA99259.1_98	390	83.3333	53
C_tuberculostearicum|CP065972.1_cds_QQA99263.1_102	3495	58.1116	617
C_tuberculostearicum|CP065972.1_cds_QQA99264.1_103	3996	51.4765	377
C_tuberculostearicum|CP065972.1_cds_QQA99265.1_104	615	60.1626	80
C_tuberculostearicum|CP065972.1_cds_QQA99268.1_108	372	70.1613	5
C_tuberculostearicum|CP065972.1_cds_QQA99269.1_109	468	54.0598	52
C_tuberculostearicum|CP065972.1_cds_QQA99270.1_110	2130	94.4601	607
C_tuberculostearicum|CP065972.1_cds_QQA99271.1_111	1191	99.7481	1144
C_tuberculostearicum|CP065972.1_cds_QQA99275.1_115	966	66.1491	99
C_tuberculostearicum|CP065972.1_cds_QQA99278.1_118	480	67.0833	51
C_tuberculostearicum|CP065972.1_cds_QQA99279.1_119	306	82.6797	384
C_tuberculostearicum|CP065972.1_cds_QQA99280.1_120	657	73.8204	108
C_tuberculostearicum|CP065972.1_cds_QQA99281.1_121	654	54.1284	83
C_tuberculostearicum|CP065972.1_cds_QQA99282.1_122	303	82.8383	28
C_tuberculostearicum|CP065972.1_cds_QQA99283.1_123	837	74.9104	138
C_tuberculostearicum|CP065972.1_cds_QQA99284.1_124	279	77.0609	60
C_tuberculostearicum|CP065972.1_cds_QQA99285.1_125	363	57.8512	43
C_tuberculostearicum|CP065972.1_cds_QQA99286.1_126	744	99.0591	116
C_tuberculostearicum|CP065972.1_cds_QQA99287.1_127	417	92.0863	187
C_tuberculostearicum|CP065972.1_cds_QQA99288.1_128	231	100.0000	81
C_tuberculostearicum|CP065972.1_cds_QQA99289.1_129	309	100.0000	235
C_tuberculostearicum|CP065972.1_cds_QQA99300.1_141	315	98.4127	86
C_tuberculostearicum|CP065972.1_cds_QQA99305.1_147	384	100.0000	149
C_tuberculostearicum|CP065972.1_cds_QQA99306.1_148	537	95.5307	279
C_tuberculostearicum|CP065972.1_cds_QQA99307.1_149	402	89.8010	39
C_tuberculostearicum|CP065972.1_cds_QQA99308.1_150	624	77.5641	160
C_tuberculostearicum|CP065972.1_cds_QQA99310.1_152	447	86.3535	102
C_tuberculostearicum|CP065972.1_cds_QQA99311.1_153	489	69.3252	35
C_tuberculostearicum|CP065972.1_cds_QQA99315.1_157	546	64.6520	79
C_tuberculostearicum|CP065972.1_cds_QQA99318.1_160	264	83.3333	204
C_tuberculostearicum|CP065972.1_cds_QQA99319.1_161	369	62.3306	36
C_tuberculostearicum|CP065972.1_cds_QQA99320.1_162	405	100.0000	212
C_tuberculostearicum|CP065972.1_cds_QQA99321.1_163	606	50.1650	72
C_tuberculostearicum|CP065972.1_cds_QQA99322.1_164	1011	71.0188	181
C_tuberculostearicum|CP065972.1_cds_QQA99331.1_174	444	69.5946	190
C_tuberculostearicum|CP065972.1_cds_QQA99332.1_175	543	50.4604	27
C_tuberculostearicum|CP065972.1_cds_QQA99417.1_268	1062	57.0621	154
C_tuberculostearicum|CP065972.1_cds_QQA99424.1_276	1269	68.0063	172
C_tuberculostearicum|CP065972.1_cds_QQA99425.1_277	573	55.1483	14
C_tuberculostearicum|CP065972.1_cds_QQA99426.1_278	579	54.7496	39
C_tuberculostearicum|CP065972.1_cds_QQA99468.1_325	618	72.3301	46
C_tuberculostearicum|CP065972.1_cds_QQA99503.1_364	645	58.2946	20
C_tuberculostearicum|CP065972.1_cds_QQA99504.1_365	2586	57.8886	234
C_tuberculostearicum|CP065972.1_cds_QQA99517.1_381	225	75.1111	12
C_tuberculostearicum|CP065972.1_cds_QQA99535.1_402	1089	66.1157	35
C_tuberculostearicum|CP065972.1_cds_QQA99544.1_411	504	58.5317	34
C_tuberculostearicum|CP065972.1_cds_QQA99553.1_423	630	76.8254	73
C_tuberculostearicum|CP065972.1_cds_QQA99602.1_474	255	99.2157	74
C_tuberculostearicum|CP065972.1_cds_QQA99603.1_475	306	99.0196	131
C_tuberculostearicum|CP065972.1_cds_QQA99604.1_476	165	97.5758	34
C_tuberculostearicum|CP065972.1_cds_QQA99606.1_478	270	100.0000	65
C_tuberculostearicum|CP065972.1_cds_QQA99607.1_479	174	99.4253	68
C_tuberculostearicum|CP065972.1_cds_QQA99674.1_549	1278	58.6072	108
C_tuberculostearicum|CP065972.1_cds_QQA99677.1_553	561	53.4759	73
C_tuberculostearicum|CP065972.1_cds_QQA99700.1_577	369	97.0190	87
C_tuberculostearicum|CP065972.1_cds_QQA99732.1_611	324	69.4444	40
C_tuberculostearicum|CP065972.1_cds_QQA99768.1_656	1677	58.8551	158
C_tuberculostearicum|CP065972.1_cds_QQA99809.1_700	801	86.1423	303
C_tuberculostearicum|CP065972.1_cds_QQA99811.1_702	570	99.8246	125
C_tuberculostearicum|CP065972.1_cds_QQA99813.1_704	1641	81.5966	420
C_tuberculostearicum|CP065972.1_cds_QQA99814.1_705	990	75.7576	344
C_tuberculostearicum|CP065972.1_cds_QQA99815.1_706	1446	69.5712	353
C_tuberculostearicum|CP065972.1_cds_QQA99903.1_801	1461	91.0335	809
C_tuberculostearicum|CP065972.1_cds_QQA99905.1_803	600	51.1667	34
C_tuberculostearicum|CP065972.1_cds_QQA99909.1_807	441	77.7778	89
C_tuberculostearicum|CP065972.1_cds_QQA99912.1_810	1017	65.3884	138
C_tuberculostearicum|CP065972.1_cds_QQA99917.1_816	384	90.6250	30
C_tuberculostearicum|CP065972.1_cds_QQA99934.1_833	264	97.3485	2099
C_tuberculostearicum|CP065972.1_cds_QQA99942.1_842	903	60.4651	122
