pangene	length	percent_cov	unpaired_read_count
Achromobacter_xylosoxidans_cluster_10548_QKI76819.1	255	58.8235	6
Achromobacter_xylosoxidans_cluster_5610_CCH04933.1	234	64.1026	4
Achromobacter_xylosoxidans_cluster_7459_CUJ14286.1	465	64.5161	10
C_tuberculostearicum|CP065972.1_cds_2045	308	100.0000	27
C_tuberculostearicum|CP065972.1_cds_322	1200	97.9167	128
C_tuberculostearicum|CP065972.1_cds_QQA98162.1_1132	1317	100.0000	277
C_tuberculostearicum|CP065972.1_cds_QQA98163.1_1133	963	99.8962	533
C_tuberculostearicum|CP065972.1_cds_QQA98164.1_1134	444	99.5495	428
C_tuberculostearicum|CP065972.1_cds_QQA98167.1_1137	2835	100.0000	4702
C_tuberculostearicum|CP065972.1_cds_QQA98168.1_1138	348	100.0000	1737
C_tuberculostearicum|CP065972.1_cds_QQA98169.1_1139	1017	100.0000	1559
C_tuberculostearicum|CP065972.1_cds_QQA98170.1_1140	540	98.5185	267
C_tuberculostearicum|CP065972.1_cds_QQA98171.1_1141	852	97.3005	130
C_tuberculostearicum|CP065972.1_cds_QQA98172.1_1142	330	94.5455	142
C_tuberculostearicum|CP065972.1_cds_QQA98173.1_1143	363	100.0000	257
C_tuberculostearicum|CP065972.1_cds_QQA98174.1_1144	1770	99.9435	1030
C_tuberculostearicum|CP065972.1_cds_QQA98175.1_1145	723	95.2974	276
C_tuberculostearicum|CP065972.1_cds_QQA98176.1_1146	1314	99.4673	251
C_tuberculostearicum|CP065972.1_cds_QQA98178.1_1148	900	92.8889	305
C_tuberculostearicum|CP065972.1_cds_QQA98179.1_1149	744	89.5161	56
C_tuberculostearicum|CP065972.1_cds_QQA98181.1_1151	822	91.2409	287
C_tuberculostearicum|CP065972.1_cds_QQA98182.1_1152	1356	99.9263	234
C_tuberculostearicum|CP065972.1_cds_QQA98183.1_1153	1497	100.0000	4235
C_tuberculostearicum|CP065972.1_cds_QQA98184.1_1154	1029	100.0000	297
C_tuberculostearicum|CP065972.1_cds_QQA98185.1_1155	1404	98.5755	215
C_tuberculostearicum|CP065972.1_cds_QQA98186.1_1156	393	100.0000	3623
C_tuberculostearicum|CP065972.1_cds_QQA98187.1_1157	399	100.0000	8426
C_tuberculostearicum|CP065972.1_cds_QQA98188.1_1158	870	97.8161	421
C_tuberculostearicum|CP065972.1_cds_QQA98189.1_1159	1854	99.9461	967
C_tuberculostearicum|CP065972.1_cds_QQA98190.1_1160	1164	100.0000	1314
C_tuberculostearicum|CP065972.1_cds_QQA98191.1_1161	1209	86.6005	220
C_tuberculostearicum|CP065972.1_cds_QQA98192.1_1162	1161	91.3006	182
C_tuberculostearicum|CP065972.1_cds_QQA98193.1_1163	507	100.0000	1283
C_tuberculostearicum|CP065972.1_cds_QQA98194.1_1164	1593	99.8745	446
C_tuberculostearicum|CP065972.1_cds_QQA98195.1_1165	831	99.3983	370
C_tuberculostearicum|CP065972.1_cds_QQA98196.1_1166	1125	99.6444	1188
C_tuberculostearicum|CP065972.1_cds_QQA98197.1_1167	408	99.7549	164
C_tuberculostearicum|CP065972.1_cds_QQA98198.1_1168	879	100.0000	676
C_tuberculostearicum|CP065972.1_cds_QQA98199.1_1169	558	100.0000	709
C_tuberculostearicum|CP065972.1_cds_QQA98200.1_1171	813	100.0000	2775
C_tuberculostearicum|CP065972.1_cds_QQA98201.1_1172	834	100.0000	3854
C_tuberculostearicum|CP065972.1_cds_QQA98202.1_1174	918	97.2767	340
