6.16	201869	unclassified
45.13	1478751	 Staphylococcus epidermidis
21.71	711411	 Staphylococcus hominis
1.61	52836	 Staphylococcus haemolyticus
1.21	39641	 Staphylococcus pettenkoferi
0.22	7309	 Staphylococcus sp. SB1-57
0.19	6327	 Staphylococcus sp. M0911
0.02	793	 Staphylococcus sp. 17KM0847
0.01	210	 Staphylococcus sp. 11-B-312
0.01	192	 Staphylococcus sp. AntiMn-1
0.00	44	 Staphylococcus sp. MI 10-1553
0.00	2	 Staphylococcus sp. 693-2
0.56	18478	 Staphylococcus cohnii
0.39	12737	 Staphylococcus warneri
0.29	9536	 Staphylococcus capitis
0.21	7008	 Staphylococcus aureus
0.14	4634	 Staphylococcus saccharolyticus
0.08	2628	 Staphylococcus arlettae
0.06	2086	 Staphylococcus saprophyticus
0.06	2076	 Staphylococcus pasteuri
0.05	1749	 Staphylococcus simulans
0.05	1629	 Staphylococcus lugdunensis
0.04	1465	 Staphylococcus simiae
0.04	1360	 Staphylococcus caprae
0.02	689	 Staphylococcus auricularis
0.02	634	 Staphylococcus muscae
0.01	456	 Staphylococcus kloosii
0.01	336	 Staphylococcus lloydii
0.01	334	 Staphylococcus schleiferi
0.01	316	 Staphylococcus nepalensis
0.00	145	 Staphylococcus pseudintermedius
0.00	132	 Staphylococcus delphini
0.01	296	 Staphylococcus succinus
0.01	263	 Staphylococcus pseudoxylosus
0.01	259	 Staphylococcus xylosus
0.01	251	 Staphylococcus debuckii
0.01	231	 Staphylococcus felis
0.01	219	 Staphylococcus lutrae
0.01	187	 Staphylococcus condimenti
0.01	177	 Staphylococcus equorum
0.01	176	 Staphylococcus chromogenes
0.01	171	 Staphylococcus carnosus
0.00	128	 Staphylococcus hyicus
0.00	123	 Staphylococcus agnetis
0.00	84	 Staphylococcus schweitzeri
0.00	31	 Staphylococcus argenteus
0.00	96	 Mammaliicoccus fleurettii
0.00	87	 Mammaliicoccus sciuri
0.00	43	 Mammaliicoccus vitulinus
0.00	30	 Mammaliicoccus lentus
0.00	9	 Macrococcus bohemicus
0.00	4	 Macrococcus sp. 17Msa1131
0.00	4	 Macrococcus canis
0.00	3	 Macrococcus caseolyticus
0.00	12	 Nosocomiicoccus ampullae
0.00	12	 Abyssicoccus albus
0.00	4	 Jeotgalicoccus sp. ATCC 8456
0.00	4	 Jeotgalicoccus sp. WY2
0.00	2	 Salinicoccus halodurans
0.02	704	 Caldibacillus thermoamylovorans
0.01	212	 Bacillus mycoides
0.00	143	 Bacillus cereus
0.00	5	 Bacillus thuringiensis
0.00	2	 Bacillus anthracis
0.00	2	 Bacillus pseudomycoides
0.00	1	 Bacillus wiedmannii
0.00	6	 Bacillus amyloliquefaciens
0.00	1	 Bacillus velezensis
0.00	3	 Bacillus subtilis
0.00	2	 Bacillus spizizenii
0.00	1	 Bacillus halotolerans
0.00	1	 Bacillus atrophaeus
0.00	12	 Bacillus methanolicus
0.00	2	 Bacillus sp. KH172YL63
0.00	2	 Bacillus sp. BY2G20
0.00	2	 Bacillus sp. DSL-17
0.00	2	 Bacillus sp. FJAT-45348
0.00	1	 Bacillus sp. N3536
0.00	1	 Bacillus sp. FJAT-42376
0.00	1	 Bacillus sp. THAF10
0.00	1	 Bacillus sp. Cs-700
0.00	8	 Bacillus aquiflavi
0.00	2	 Bacillus beveridgei
0.00	2	 Bacillus gobiensis
0.00	1	 Bacillus pumilus
0.00	1	 Bacillus dafuensis
0.01	450	 Weizmannia coagulans
0.00	23	 Lysinibacillus sp. SGAir0095
0.00	1	 Lysinibacillus sp. 2017
0.00	2	 Lysinibacillus fusiformis
0.00	1	 Lysinibacillus varians
0.00	7	 Virgibacillus halodenitrificans
0.00	4	 Virgibacillus phasianinus
0.00	3	 Virgibacillus necropolis
0.00	1	 Virgibacillus sp. MSP4-1
0.00	1	 Virgibacillus dokdonensis
0.00	18	 Amphibacillus xylanus
0.00	9	 Priestia megaterium
0.00	4	 Priestia flexa
0.00	1	 Priestia aryabhattai
0.00	1	 Priestia filamentosa
0.00	14	 Psychrobacillus sp. INOP01
0.00	12	 Aeribacillus pallidus
0.00	7	 Cytobacillus gottheilii
0.00	3	 Cytobacillus oceanisediminis
0.00	1	 Cytobacillus kochii
0.00	6	 Parageobacillus toebii
0.00	5	 Parageobacillus thermoglucosidasius
