paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	taxa_pass_filter	mtx_LIBID
2184973	1310488	Malassezia_restricta	non_contaminant	55.96783282701243	TRUE	3903980	39039.799999999996	335679.99836064735	TRUE	TRUE	MHS439
359056	1074529	Malassezia_globosa	non_contaminant	9.19717826423291	TRUE	3903980	39039.799999999996	275239.3711033356	TRUE	TRUE	MHS439
78489	328715	Malassezia_furfur	non_contaminant	2.010486734050892	TRUE	3903980	39039.799999999996	84199.97028673303	TRUE	TRUE	MHS439
29227	88298	Malassezia_arunalokei	non_contaminant	0.7486462533107239	TRUE	3903980	39039.799999999996	22617.431441759436	TRUE	TRUE	MHS439
6301	47005	Malassezia_obtusa	non_contaminant	0.16139939241492016	TRUE	3903980	39039.799999999996	12040.276845680562	TRUE	TRUE	MHS439
1036	9166	Malassezia_dermatis	non_contaminant	0.026537021193756116	FALSE	3903980	39039.799999999996	2347.8603886290402	FALSE	FALSE	MHS439
427	3459	Malassezia_slooffiae	non_contaminant	0.010937556032561642	FALSE	3903980	39039.799999999996	886.0188832934596	FALSE	FALSE	MHS439
359	1024	Malassezia_vespertilionis	non_contaminant	0.00919574383065487	FALSE	3903980	39039.799999999996	262.29642569890217	FALSE	FALSE	MHS439
351	2011	Malassezia_japonica	non_contaminant	0.008990824748077603	FALSE	3903980	39039.799999999996	515.1153438286057	FALSE	FALSE	MHS439
311	2943	Malassezia_pachydermatis	non_contaminant	0.007966229335191267	FALSE	3903980	39039.799999999996	753.8460750311222	FALSE	FALSE	MHS439
311	1614	Malassezia_cuniculi	non_contaminant	0.007966229335191267	FALSE	3903980	39039.799999999996	413.4242490996368	FALSE	FALSE	MHS439
294	2111	Malassezia_sympodialis	non_contaminant	0.007530776284714574	FALSE	3903980	39039.799999999996	540.7302291507641	FALSE	FALSE	MHS439
251	1845	Malassezia_nana	non_contaminant	0.0064293362158617615	FALSE	3903980	39039.799999999996	472.59463419382274	FALSE	FALSE	MHS439
194	1446	Malassezia_caprae	non_contaminant	0.004969287752498732	FALSE	3903980	39039.799999999996	370.3912417584107	FALSE	FALSE	MHS439
154	654	Malassezia_yamatoensis	non_contaminant	0.003944692339612396	FALSE	3903980	39039.799999999996	167.52135000691604	FALSE	FALSE	MHS439
121	1485	Malassezia_equina	non_contaminant	0.003099401123981168	FALSE	3903980	39039.799999999996	380.3810470340525	FALSE	FALSE	MHS439
52	584	Sporisorium_graminicola	non_contaminant	0.0013319740367522374	FALSE	3903980	39039.799999999996	149.59093028140515	FALSE	FALSE	MHS439
24	473	Ustilago_maydis	non_contaminant	6.147572477318018e-4	FALSE	3903980	39039.799999999996	121.1584075738093	FALSE	FALSE	MHS439
599	303	Marasmius_oreades	non_contaminant	0.01534331630797289	FALSE	3903980	39039.799999999996	77.61310252614	FALSE	FALSE	MHS439
13	218	Rhizoctonia_solani	non_contaminant	3.3299350918805935e-4	FALSE	3903980	39039.799999999996	55.840450002305346	FALSE	FALSE	MHS439
173	499	Cryptococcus_neoformans	non_contaminant	0.004431375160733405	FALSE	3903980	39039.799999999996	127.81827775757048	FALSE	FALSE	MHS439
21	115	Cryptococcus_gattii_VGI	non_contaminant	5.379125917653266e-4	FALSE	3903980	39039.799999999996	29.457118120482175	FALSE	FALSE	MHS439
425	596	Aspergillus_chevalieri	non_contaminant	0.010886326261917325	FALSE	3903980	39039.799999999996	152.66471652006416	FALSE	FALSE	MHS439
147	84	Aspergillus_oryzae	non_contaminant	0.003765388142357287	FALSE	3903980	39039.799999999996	21.51650367061307	FALSE	FALSE	MHS439
2	9	Aspergillus_flavus	non_contaminant	5.122977064431683e-5	FALSE	3903980	39039.799999999996	2.3053396789942573	FALSE	FALSE	MHS439
147	262	Aspergillus_luchuensis	non_contaminant	0.003765388142357287	FALSE	3903980	39039.799999999996	67.11099954405505	FALSE	FALSE	MHS439
94	226	Aspergillus_fumigatus	non_contaminant	0.002407799220282891	FALSE	3903980	39039.799999999996	57.889640828078015	FALSE	FALSE	MHS439
85	239	Aspergillus_puulaauensis	non_contaminant	0.002177265252383465	FALSE	3903980	39039.799999999996	61.21957591995861	FALSE	FALSE	MHS439
64	197	Talaromyces_rugulosus	non_contaminant	0.0016393526606181385	FALSE	3903980	39039.799999999996	50.46132408465208	FALSE	FALSE	MHS439
95	71	Fusarium_pseudograminearum	non_contaminant	0.002433414105605049	FALSE	3903980	39039.799999999996	18.186568578732473	FALSE	FALSE	MHS439
30	95	Fusarium_venenatum	non_contaminant	7.684465596647525e-4	FALSE	3903980	39039.799999999996	24.334141056050495	FALSE	FALSE	MHS439
29	45	Fusarium_graminearum	non_contaminant	7.42831674342594e-4	FALSE	3903980	39039.799999999996	11.526698394971286	FALSE	FALSE	MHS439
19	89	Fusarium_verticillioides	non_contaminant	4.8668282112100984e-4	FALSE	3903980	39039.799999999996	22.79724793672099	FALSE	FALSE	MHS439
6	65	Fusarium_fujikuroi	non_contaminant	1.5368931193295046e-4	FALSE	3903980	39039.799999999996	16.649675459402967	FALSE	FALSE	MHS439
11	94	Fusarium_oxysporum	non_contaminant	2.817637385437425e-4	FALSE	3903980	39039.799999999996	24.07799220282891	FALSE	FALSE	MHS439
161	144	Pochonia_chlamydosporia	non_contaminant	0.004123996536867504	FALSE	3903980	39039.799999999996	36.88543486390812	FALSE	FALSE	MHS439
77	156	Ustilaginoidea_virens	non_contaminant	0.001972346169806198	FALSE	3903980	39039.799999999996	39.95922110256713	FALSE	FALSE	MHS439
34	191	Drechmeria_coniospora	non_contaminant	8.70906100953386e-4	FALSE	3903980	39039.799999999996	48.92443096532257	FALSE	FALSE	MHS439
56	210	Colletotrichum_higginsianum	non_contaminant	0.0014344335780408712	FALSE	3903980	39039.799999999996	53.79125917653267	FALSE	FALSE	MHS439
63	226	Thermothelomyces_thermophilus	non_contaminant	0.00161373777529598	FALSE	3903980	39039.799999999996	57.889640828078015	FALSE	FALSE	MHS439
33	216	Thermothielavioides_terrestris	non_contaminant	8.452912156312276e-4	FALSE	3903980	39039.799999999996	55.328152295862175	FALSE	FALSE	MHS439
80	374	Neurospora_crassa	non_contaminant	0.002049190825772673	FALSE	3903980	39039.799999999996	95.79967110487247	FALSE	FALSE	MHS439
34	121	Pyricularia_pennisetigena	non_contaminant	8.70906100953386e-4	FALSE	3903980	39039.799999999996	30.99401123981168	FALSE	FALSE	MHS439
19	117	Pyricularia_grisea	non_contaminant	4.8668282112100984e-4	FALSE	3903980	39039.799999999996	29.969415826925346	FALSE	FALSE	MHS439
