paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	taxa_pass_filter	mtx_LIBID
1096895	544669	Malassezia_globosa	non_contaminant	36.84988332552816	TRUE	2976658	29766.58	182980.04003147152	TRUE	TRUE	MHS358
987205	318512	Malassezia_arunalokei	non_contaminant	33.16487819561401	TRUE	2976658	29766.58	107003.22307769317	TRUE	TRUE	MHS358
239885	120419	Malassezia_restricta	non_contaminant	8.058870048221864	TRUE	2976658	29766.58	40454.42909464238	TRUE	TRUE	MHS358
2518	3508	Malassezia_dermatis	non_contaminant	0.08459151168861186	FALSE	2976658	29766.58	1178.5028713409467	FALSE	FALSE	MHS358
1860	2249	Malassezia_slooffiae	non_contaminant	0.06248618417030106	FALSE	2976658	29766.58	755.5453128978875	FALSE	FALSE	MHS358
1141	1312	Malassezia_japonica	non_contaminant	0.03833157856898575	FALSE	2976658	29766.58	440.76276145932786	FALSE	FALSE	MHS358
1115	5838	Malassezia_furfur	non_contaminant	0.03745811577950842	FALSE	2976658	29766.58	1961.2599096033202	FALSE	FALSE	MHS358
855	7424	Malassezia_sympodialis	non_contaminant	0.028723487884735166	FALSE	2976658	29766.58	2494.0722111844893	FALSE	FALSE	MHS358
821	2753	Malassezia_pachydermatis	non_contaminant	0.0275812673138802	FALSE	2976658	29766.58	924.8627151658001	FALSE	FALSE	MHS358
614	1281	Malassezia_cuniculi	non_contaminant	0.02062715972073379	FALSE	2976658	29766.58	430.3483974309444	FALSE	FALSE	MHS358
580	1825	Malassezia_nana	non_contaminant	0.019484939149878824	FALSE	2976658	29766.58	613.1036887677388	FALSE	FALSE	MHS358
503	1315	Malassezia_caprae	non_contaminant	0.01689814550411905	FALSE	2976658	29766.58	441.770603139494	FALSE	FALSE	MHS358
386	1549	Malassezia_obtusa	non_contaminant	0.012967562951471077	FALSE	2976658	29766.58	520.3822541924534	FALSE	FALSE	MHS358
385	938	Malassezia_vespertilionis	non_contaminant	0.012933968228798874	FALSE	2976658	29766.58	315.11849866528166	FALSE	FALSE	MHS358
231	1355	Malassezia_equina	non_contaminant	0.007760380937279324	FALSE	2976658	29766.58	455.20849220837596	FALSE	FALSE	MHS358
122	682	Malassezia_yamatoensis	non_contaminant	0.004098556166008994	FALSE	2976658	29766.58	229.1160086244372	FALSE	FALSE	MHS358
26	554	Sporisorium_graminicola	non_contaminant	8.734627894773266e-4	FALSE	2976658	29766.58	186.11476360401497	FALSE	FALSE	MHS358
7	396	Ustilago_maydis	non_contaminant	2.3516305870543408e-4	FALSE	2976658	29766.58	133.03510178193127	FALSE	FALSE	MHS358
1457	330	Marasmius_oreades	non_contaminant	0.048947510933402494	FALSE	2976658	29766.58	110.86258481827606	FALSE	FALSE	MHS358
184	231	Rhizoctonia_solani	non_contaminant	0.0061814289716856955	FALSE	2976658	29766.58	77.60380937279325	FALSE	FALSE	MHS358
19	188	Cryptococcus_neoformans	non_contaminant	6.382997307718925e-4	FALSE	2976658	29766.58	63.158078623745155	FALSE	FALSE	MHS358
2	70	Cryptococcus_gattii_VGI	non_contaminant	6.718944534440973e-5	FALSE	2976658	29766.58	23.51630587054341	FALSE	FALSE	MHS358
475	280	Aspergillus_chevalieri	non_contaminant	0.015957493269297313	FALSE	2976658	29766.58	94.06522348217364	FALSE	FALSE	MHS358
235	90	Aspergillus_oryzae	non_contaminant	0.007894759827968143	FALSE	2976658	29766.58	30.23525040498438	FALSE	FALSE	MHS358
153	193	Aspergillus_luchuensis	non_contaminant	0.0051399925688473454	FALSE	2976658	29766.58	64.83781475735539	FALSE	FALSE	MHS358
106	169	Aspergillus_fumigatus	non_contaminant	0.003561040603253716	FALSE	2976658	29766.58	56.77508131602623	FALSE	FALSE	MHS358
36	138	Aspergillus_puulaauensis	non_contaminant	0.0012094100161993753	FALSE	2976658	29766.58	46.36071728764272	FALSE	FALSE	MHS358
51	190	Talaromyces_rugulosus	non_contaminant	0.0017133308562824483	FALSE	2976658	29766.58	63.82997307718925	FALSE	FALSE	MHS358
226	168	Neurospora_crassa	non_contaminant	0.0075924073239183	FALSE	2976658	29766.58	56.439134089304176	FALSE	FALSE	MHS358
36	169	Thermothelomyces_thermophilus	non_contaminant	0.0012094100161993753	FALSE	2976658	29766.58	56.77508131602623	FALSE	FALSE	MHS358
6	179	Thermothielavioides_terrestris	non_contaminant	2.0156833603322922e-4	FALSE	2976658	29766.58	60.13455358324671	FALSE	FALSE	MHS358
154	112	Pyricularia_pennisetigena	non_contaminant	0.005173587291519549	FALSE	2976658	29766.58	37.62608939286945	FALSE	FALSE	MHS358
52	103	Pyricularia_oryzae	non_contaminant	0.0017469255789546532	FALSE	2976658	29766.58	34.60256435237101	FALSE	FALSE	MHS358
22	78	Pyricularia_grisea	non_contaminant	7.390838987885071e-4	FALSE	2976658	29766.58	26.2038836843198	FALSE	FALSE	MHS358
51	43	Fusarium_pseudograminearum	non_contaminant	0.0017133308562824483	FALSE	2976658	29766.58	14.445730749048094	FALSE	FALSE	MHS358
31	49	Fusarium_graminearum	non_contaminant	0.001041436402838351	FALSE	2976658	29766.58	16.461414109380385	FALSE	FALSE	MHS358
14	93	Fusarium_venenatum	non_contaminant	4.7032611741086816e-4	FALSE	2976658	29766.58	31.24309208515053	FALSE	FALSE	MHS358
