paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	taxa_pass_filter	mtx_LIBID
2861662	801172	Staphylococcus_epidermidis	non_contaminant	36.18338773916005	TRUE	7908773	79087.73	101301.68105722594	TRUE	TRUE	MHS402
2073792	580211	Staphylococcus_hominis	non_contaminant	26.221412600917994	TRUE	7908773	79087.73	73362.9603479579	TRUE	TRUE	MHS402
147524	434080	Staphylococcus_capitis	non_contaminant	1.86532095433767	TRUE	7908773	79087.73	54885.88432112036	TRUE	TRUE	MHS402
68214	265379	Staphylococcus_haemolyticus	non_contaminant	0.862510531026747	TRUE	7908773	79087.73	33555.01542401078	TRUE	TRUE	MHS402
13958	8706	Staphylococcus_aureus	non_contaminant	0.17648755375833902	TRUE	7908773	79087.73	1100.8028679037823	FALSE	FALSE	MHS402
13294	5254	Staphylococcus_saprophyticus	non_contaminant	0.16809181398935083	TRUE	7908773	79087.73	664.3255534075893	FALSE	FALSE	MHS402
8965	21802	Staphylococcus_cohnii	non_contaminant	0.11335513106773959	TRUE	7908773	79087.73	2756.685518727115	FALSE	FALSE	MHS402
6969	35084	Staphylococcus_warneri	non_contaminant	0.08811733501517871	FALSE	7908773	79087.73	4436.086356252734	FALSE	FALSE	MHS402
4949	62321	Staphylococcus_caprae	non_contaminant	0.06257607848903995	FALSE	7908773	79087.73	7879.98340576977	FALSE	FALSE	MHS402
1221	3344	Staphylococcus_sp._M0911	non_contaminant	0.015438551593274962	FALSE	7908773	79087.73	422.82159318518814	FALSE	FALSE	MHS402
977	2277	Staphylococcus_sp._SB1-57	non_contaminant	0.012353370111899785	FALSE	7908773	79087.73	287.90812430701953	FALSE	FALSE	MHS402
612	2907	Staphylococcus_sp._11-B-312	non_contaminant	0.007738242076236098	FALSE	7908773	79087.73	367.5664986212147	FALSE	FALSE	MHS402
122	873	Staphylococcus_sp._17KM0847	non_contaminant	0.0015425907406875885	FALSE	7908773	79087.73	110.38374726395611	FALSE	FALSE	MHS402
120	51	Staphylococcus_sp._AntiMn-1	non_contaminant	0.0015173023678894313	FALSE	7908773	79087.73	6.448535063530082	FALSE	FALSE	MHS402
24	341	Staphylococcus_sp._MI_10-1553	non_contaminant	3.034604735778862e-4	FALSE	7908773	79087.73	43.116675620858004	FALSE	FALSE	MHS402
5	9	Staphylococcus_sp._CDC25	non_contaminant	6.322093199539296e-5	FALSE	7908773	79087.73	1.1379767759170734	FALSE	FALSE	MHS402
4	40	Staphylococcus_sp._693-2	non_contaminant	5.057674559631437e-5	FALSE	7908773	79087.73	5.057674559631437	FALSE	FALSE	MHS402
2	5	Staphylococcus_sp._MZ8	non_contaminant	2.5288372798157185e-5	FALSE	7908773	79087.73	0.6322093199539296	FALSE	FALSE	MHS402
1	1	Staphylococcus_sp._SM9054	non_contaminant	1.2644186399078592e-5	FALSE	7908773	79087.73	0.12644186399078594	FALSE	FALSE	MHS402
1	7	Staphylococcus_sp._MZ9	non_contaminant	1.2644186399078592e-5	FALSE	7908773	79087.73	0.8850930479355015	FALSE	FALSE	MHS402
4361	6373	Staphylococcus_saccharolyticus	non_contaminant	0.055141296886381745	FALSE	7908773	79087.73	805.8139992132787	FALSE	FALSE	MHS402
3779	36998	Staphylococcus_lugdunensis	non_contaminant	0.047782380402118005	FALSE	7908773	79087.73	4678.096083931097	FALSE	FALSE	MHS402
3310	2160	Staphylococcus_simulans	non_contaminant	0.04185225698095014	FALSE	7908773	79087.73	273.1144262200976	FALSE	FALSE	MHS402
2064	7368	Staphylococcus_pasteuri	non_contaminant	0.026097600727698213	FALSE	7908773	79087.73	931.6236538841107	FALSE	FALSE	MHS402
1233	576	Staphylococcus_schleiferi	non_contaminant	0.015590281830063906	FALSE	7908773	79087.73	72.8305136586927	FALSE	FALSE	MHS402
794	1271	Staphylococcus_xylosus	non_contaminant	0.010039484000868404	FALSE	7908773	79087.73	160.70760913228892	FALSE	FALSE	MHS402
779	863	Staphylococcus_condimenti	non_contaminant	0.009849821204882224	FALSE	7908773	79087.73	109.11932862404825	FALSE	FALSE	MHS402
564	1474	Staphylococcus_pettenkoferi	non_contaminant	0.007131321129080327	FALSE	7908773	79087.73	186.37530752241847	FALSE	FALSE	MHS402
412	1554	Staphylococcus_arlettae	non_contaminant	0.00520940479642038	FALSE	7908773	79087.73	196.49065664168134	FALSE	FALSE	MHS402
367	910	Staphylococcus_carnosus	non_contaminant	0.004640416408461844	FALSE	7908773	79087.73	115.0620962316152	FALSE	FALSE	MHS402
366	3080	Staphylococcus_simiae	non_contaminant	0.0046277722220627645	FALSE	7908773	79087.73	389.44094109162063	FALSE	FALSE	MHS402
333	945	Staphylococcus_equorum	non_contaminant	0.004210514070893171	FALSE	7908773	79087.73	119.48756147129271	FALSE	FALSE	MHS402
318	1396	Staphylococcus_auricularis	non_contaminant	0.004020851274906993	FALSE	7908773	79087.73	176.51284213113715	FALSE	FALSE	MHS402
243	1011	Staphylococcus_pseudintermedius	non_contaminant	0.003072537294976098	FALSE	7908773	79087.73	127.83272449468457	FALSE	FALSE	MHS402
48	456	Staphylococcus_delphini	non_contaminant	6.069209471557724e-4	FALSE	7908773	79087.73	57.657489979798385	FALSE	FALSE	MHS402
241	1489	Staphylococcus_nepalensis	non_contaminant	0.003047248922177941	FALSE	7908773	79087.73	188.27193548228024	FALSE	FALSE	MHS402
220	760	Staphylococcus_lutrae	non_contaminant	0.0027817210077972906	FALSE	7908773	79087.73	96.0958166329973	FALSE	FALSE	MHS402
182	1276	Staphylococcus_pseudoxylosus	non_contaminant	0.0023012419246323038	FALSE	7908773	79087.73	161.33981845224284	FALSE	FALSE	MHS402
180	747	Staphylococcus_muscae	non_contaminant	0.002275953551834147	FALSE	7908773	79087.73	94.45207240111709	FALSE	FALSE	MHS402
163	883	Staphylococcus_kloosii	non_contaminant	0.0020610023830498108	FALSE	7908773	79087.73	111.64816590386397	FALSE	FALSE	MHS402
